Seller SKU,Title,ASIN,Alternative ASINs,UPC,EAN,Brand,Product Group,Parent ASIN,Quantity,Package Length,Package Width,Package Height,Package Weight,FBA Competitors,FBA Eligible Competitors,FBM Competitors,FBM Eligible Competitors,BuyBox Fulfillment,BuyBox Seller Feedback Count,BuyBox Seller Positive Feedback Rating,Sales Rank Category,Sales Rank,Est. Number of Orders per Day,Est. Number of Effective Competitors,MSRP (List Price),Lowest FBA price,Lowest FBM price,BuyBox price,Cost,Referral Fee,FBA Fee,Total Fees,Total Costs,Est. Monthly Sales Share,Est. Monthly Profit Share,Est. Profit Margin,Est. Competitive Price,Est. Profit per Item
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Standard Broadhead (Pack of 10), 125 Grain (CSBH1Z)",B01MTDMN4H,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,7.87,7.64,1.02,0.8,0,0,11,11,FBM,2103,91,sports_display_on_website,92543,0.07,2.21,12.99,,13.22,13.22,5.95,1.98,4.71,6.69,12.64,8.65,0.38,4,13.22,0.58
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Buzzsaw (Pack of 40), 125 Grain (CSBH5L)",B07N73STQ3,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,9.2,3.4,2.2,0.8,1,1,4,4,FBA,387,91,sports_display_on_website,92543,0.07,1,54.99,37.62,38.97,37.62,26.95,5.64,4.71,10.35,37.3,39.5,0.34,1,37.62,0.32
,Cold Steel Boomerang - Polypropylene,B06XNJ839W,,7.05442E+11,,Cold Steel,Sports,,,30.75,8,0.2,0.85,0,0,6,6,,,,sports_display_on_website,326106,0.02,0.53,29.99,,28.16,,14.95,4.22,8.13,12.35,27.3,11.04,0.34,3,28.16,0.86
,"Cold Steel 9000625 La Fontaine Throwing Knife, Black",B019RSXP0M,,7.05442E+11,,Cold Steel,Sports,,,16.2,5.5,0.6,1.15,0,0,6,6,FBM,2103,91,home_improvement_display_on_website,461730,0.01,1.73,27.99,,27.83,27.92,15.95,4.19,4.71,8.9,24.85,3.07,0.34,11,27.92,3.07
,"Cold Steel (B625PQ) Quiver Set for Professional series Blowgun Hunting Weapon,BLACK",B0030D6436,,7.05442E+11,,Cold Steel,Sports,,,4,2.5,1,0.1,1,1,5,5,FBA,24,100,sports_display_on_website,308893,0.02,2.12,3.49,8,7.78,8,1.95,1.2,3.19,4.39,6.34,1.54,0.32,21,8,1.66
,"Cold Steel 80TOR Heavy Duty Steel Torpedo Thrower for Target Practice, Hunting, and Self Defense, 2 Pounds",B00FSVJN7C,,7.05442E+11,,Cold Steel,Sports,,,16.02,1.3,1.3,2.1,3,3,5,5,FBA,19871,96,home_improvement_display_on_website,377085,0.03,2.97,44.99,29.89,35.58,29.89,18.95,4.48,5.09,9.57,28.52,6.78,0.31,5,29.89,1.37
,"Cold Steel Paring Knife (Kitchen Classics), Black, one Size",B019RSXD0E,,7.05442E+11,,Cold Steel,Sports,,,10.79,3.43,0.55,0.13,1,1,4,4,FBM,41606,77,kitchen_display_on_website,264394,0.01,1.67,11.99,13.89,13.03,13.03,5.95,1.95,2.41,4.36,10.31,1.46,0.31,21,13.03,2.72
,"Cold Steel Slock Master Skinner Click N Cut / 6 1/2"" Overall",B09DLG1SW9,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,3,3,FBM,41606,77,sports_display_on_website,377177,0.01,2.05,33.99,26.03,25.56,25.56,13.95,3.83,4.71,8.54,22.49,2.51,0.3,12,25.56,3.07
,Cold Steel 92FBA Fgx Boot Blade I,B008GQLMOI,B000MOM4DU,7.05442E+11,,Nightshade Series,Sports,,,12.01,3.5,0.98,0.15,0,0,2,2,,,,sports_display_on_website,395195,0.01,0.8,11.22,,9.95,,3.95,1.49,3.19,4.68,8.63,1.66,0.22,13,9.95,1.32
,"Cold Steel Lightweight Fixed Blade Hunting Knife with Sheath, Bird & Trout, Overall Length: 6 5/16""""""",B000BYI5LQ,"B000BSZDNK,B00FSXKMB6",7.05442E+11,,Cold Steel,Sports,B088Z7Z8ZR,,9.57,3.46,2.17,0.27,1,1,3,3,FBA,387,91,sports_display_on_website,275256,0.01,1.58,29.99,19.99,20.25,19.99,11.95,3,3.19,6.19,18.14,2.32,0.22,9,19.99,1.85
,Cold Steel 90AXG Axe Gang Hatchet,B009XN0X1G,"B004WDVNGG,B00FSWSYWQ",7.05442E+11,,Cold Steel,Sports,,,20.65,5.25,1.15,2.2,0,0,4,4,,,,sports_display_on_website,354884,0.01,0.33,28.07,,35.04,,19.95,5.26,8.89,14.15,34.1,7.9,0.21,3,35.04,0.94
,"Cold Steel Special Forces Shovel, Hardwood Handle",B00D7A7QHU,B00169V99K,7.05442E+11,,Cold Steel,Sports,,,20,7.01,0.98,1.85,4,4,23,18,,,,lawn_and_garden_display_on_website,128584,0.02,5.89,29.99,27.53,26.88,,12.95,4.13,8.51,12.64,25.59,2.4,0.17,7,27.53,1.94
,"Cold Steel Magnum Kukri Machete, 17.00 in, Polypropylene Hdle,w/Sheath",B00WVKCC3K,B0017V19VK,7.05442E+11,,Cold Steel,Sports,,,27.56,5.12,1.26,1.63,0,0,3,3,FBM,1084,91,sports_display_on_website,365619,0.01,0.18,33.99,,38.9,38.9,23.95,5.84,8.51,14.35,38.3,9.89,0.15,2,38.9,0.6
,"Cold Steel Tuff Lite Serrated, Black, one Size",B006YBW6VA,,7.05442E+11,,Cold Steel,Sports,,,7.5,1.5,0.7,0.05,1,1,12,12,FBA,387,91,sports_display_on_website,212502,0.07,1,48.99,29.94,32.15,29.94,22.95,4.49,2.41,6.9,29.85,31.44,0.09,0,29.94,0.09
,"Cold Steel Bread Knife (Kitchen Classics), Black, one Size",B019RSXBJW,,7.05442E+11,,Cold Steel,Sports,,,16,4.3,0.3,0.3,1,1,9,9,FBA,387,91,kitchen_display_on_website,289652,0.01,1,21.99,15.99,17.38,15.99,9.95,2.4,3.19,5.59,15.54,2.4,0.07,3,15.99,0.45
,"Cold Steel Pendleton Hunter Fixed Blade Knife with Sheath, Hunter Lite",B00322NAE6,,7.05442E+11,,Cold Steel,Sports,B088Z6L929,,9.2,2.5,1.3,0.28,1,1,17,17,FBA,387,91,sports_display_on_website,163772,0.04,2.23,25.99,19.18,18.99,19.18,12.95,2.88,3.19,6.07,19.02,7.13,0.06,1,19.18,0.16
,"Cold Steel Slicer (Kitchen Classics), Black, one Size",B019RSXEX0,,7.05442E+11,,Cold Steel,Sports,,,15.7,4.3,0.3,0.2,0,0,11,11,,,,kitchen_display_on_website,308871,0.01,0.7,22.99,,19.34,,12.95,2.9,3.19,6.09,19.04,3.41,0.05,2,19.34,0.3
,"Cold Steel Warrior Series Katana Samurai Sword with Ray Skin Handle, Black Lacquered Wood Scabbard, Black Braid Cord and Brass Menuki, O Katana",B000HMFXGW,,7.05442E+11,,Cold Steel,Sports,,,51.5,4.4,3.5,5.5,0,0,1,1,,,,sports_display_on_website,1168873,0,0,699.99,,907.19,,335.95,136.08,10.03,146.11,482.06,0,0,47,907.19,425.13
,"Cold Steel Slock Master Hunter Drop Point / 8 3/8"" Overall / 3",B09DLF1CR7,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,9,9,FBM,29169,94,sports_display_on_website,558837,0,1.29,45.99,36.74,33.97,33.97,22.95,5.1,4.71,9.81,32.76,0,0,4,33.97,1.21
,"Cold Steel Damascus Viking Sword, Unknown, 30""",B07MZWVK6H,,7.05442E+11,,Cold Steel,Sports,,,40,5,2,4,0,0,1,1,,,,sports_display_on_website,981802,0,0,849.99,,714.1,,379.95,107.12,9.27,116.39,496.34,0,0,30,714.1,217.76
,"Cold Steel Jade Lion Dagger, Green",B001SFLK0A,B004WBLTNK,7.05442E+11,,Cold Steel,Sports,,,24.5,4,2,2.2,1,1,3,3,FBA,280,99,sports_display_on_website,1753212,0,1,489.99,519.99,519.99,519.99,259.95,78,8.89,86.89,346.84,0,0,33,519.99,173.15
,Cold Steel H90PTH Trench Hawk Replacement Handle,B005P32PAU,,7.05442E+11,,Cold Steel,Sports,,,19.2,1.9,0.6,0.65,0,0,1,1,FBM,29169,94,sports_display_on_website,937850,0,0.75,7.99,,14.97,14.97,2.95,2.25,8.13,10.38,13.33,0,0,11,14.97,1.64
,"Outdoor Merchants 3V Master Tanto / 11 1/2"" Overall / 6"" Blade /",B09348VLP6,,7.05442E+11,,Outdoor Merchants,Sports,,,13.54,10.71,2.56,0.51,1,1,3,3,FBM,979,85,sports_display_on_website,1199932,0,0,349.99,199.06,193.61,193.61,139.95,29.04,3.19,32.23,172.18,0,0,11,193.61,21.43
,"Cold Steel Warrior Series Katana Samurai Sword with Ray Skin Handle, Black Lacquered Wood Scabbard, Black Braid Cord and Brass Menuki, Wakizashi",B000WAJ9NM,"B00GJOZFJC,B07FCSP9VC",7.05442E+11,,Cold Steel,Sports,,,38,6,6,2.73,0,0,1,1,,,,sports_display_on_website,489932,0,0,459.99,,329.99,,203.95,49.5,11.17,60.67,264.62,0,0,20,329.99,65.37
,"Cold Steel Mizutori Crane Katana Knife with 29.75"" Blade",B019RSXTUI,,7.05442E+11,,Cold Steel,Sports,,,44.2,4.3,4.3,4.15,0,0,16,14,FBM,21244,93,sports_display_on_website,774085,0,0,769.99,,404.24,404.24,329.95,60.64,9.65,70.29,400.24,0,0,1,404.24,4
,"Cold Steel Damascus Long Sax, Unknown, 17 1/4""",B07MZXCFQ6,,7.05442E+11,,Cold Steel,Sports,,,27,5.5,2,3.65,1,1,6,6,FBA,387,91,sports_display_on_website,944065,0,1,635.99,390.09,388.43,390.09,279.95,58.51,9.27,67.78,347.73,0,0,11,390.09,42.36
,Cold Steel Replacement Trench Hawk Handle Flat Dark Earth,B01MZEDTQQ,,7.05442E+11,,Cold Steel,Sports,,,19,2,1.25,0.3,0,0,4,4,FBM,41606,77,biss_display_on_website,300704,0,1.11,7.99,,13.49,13.49,2.95,2.02,8.13,10.15,13.1,0,0,3,13.49,0.39
,"Maasai Spear with Secure-EX Sheath,Multi,Large,CS-95SEE",B09KS62BNR,,8.10074E+11,,Generic,Sports,,,1.5,1.5,1.5,1,0,0,3,3,FBM,29169,94,sports_display_on_website,978744,0,0,124.99,,79.97,79.97,56.25,12,4.71,16.71,72.96,0,0,9,79.97,7.01
,Cold Steel 1815 French Officer's Saber,B006Z2KSMM,,7.05442E+11,,Cold Steel,Sports,,,39.5,5.5,3.5,5.4,0,0,5,5,FBM,5963,97,sports_display_on_website,1205013,0,0,699.99,,516.48,516.48,359.95,77.47,10.03,87.5,447.45,0,0,13,516.48,69.03
,"Cold Steel Warrior Series Katana Samurai Sword with Ray Skin Handle, Black Lacquered Wood Scabbard, Black Braid Cord and Brass Menuki, Nodachi",B000Q9GCU2,,7.05442E+11,,Cold Steel,Sports,,,59.5,5,4,6.1,0,0,3,3,FBM,979,85,sports_display_on_website,873141,0,0,799.99,,567.98,567.98,349.95,85.2,10.79,95.99,445.94,0,0,21,567.98,122.04
,Cold Steel GIM Sword,B000HB3EFK,,7.05442E+11,,Cold Steel,Sports,,,39.6,4.9,2.2,4.95,0,0,6,6,,,,sports_display_on_website,441610,0,0,439.99,,264.16,,195.95,39.62,9.65,49.27,245.22,0,0,7,264.16,18.94
,"Cold Steel FGX Boot Blade II, Kraton Handle, Plain 92FBB, 6-3/4""",B0019FG8FQ,B00165ZBO8,7.05442E+11,,Cold Steel,Sports,,,9,2.7,0.9,0.05,0,0,1,1,,,,sports_display_on_website,619540,0,0.69,11.99,,19.95,,2.95,2.99,3.19,6.18,9.13,0,0,54,19.95,10.82
,"Cold Steel Brooklyn Series Unbreakable Baseball Bat - Made of High-Impact Polypropylene, Brooklyn Banshee (32"")",B084PTXKYN,,7.05442E+11,,Cold Steel,Sports,,,32,2,2,2.35,0,0,6,6,,,,sports_display_on_website,431479,0,0,44.99,,43.98,,21.95,6.6,8.89,15.49,37.44,0,0,15,43.98,6.54
,Cold Steel Colichemarde Dagger with Uniquely Shaped Blade,B0030DDG1O,,7.05442E+11,,Cold Steel,Sports,,,20,6,2.5,1.2,1,1,4,4,FBM,979,85,sports_display_on_website,457942,0,0,249.99,188.99,166.51,166.51,111.95,24.98,8.51,33.49,145.44,0,0,13,166.51,21.07
,Cold Steel 97LBM Bolo Machete without sheath Fixed Blade,B00HZIHCGA,B01AALX4XS,7.05442E+11,,Cold Steel,Sports,,,24,3.6,0.8,1.25,2,2,18,17,FBA,387,91,lawn_and_garden_display_on_website,259115,0,1,25.99,21.99,29.97,21.99,14.95,3.3,8.51,11.81,26.76,0,0,-22,21.99,-4.77
,Cold Steel Boar Head W/Sheath/NO Shaft,B01163AJ0K,,7.05442E+11,,Cold Steel,Sports,,,20,5.5,2,2.4,2,2,2,2,FBM,41606,77,sports_display_on_website,594297,0,1.94,79.99,62.05,73.16,73.16,35.95,10.97,8.89,19.86,55.81,0,0,24,73.16,17.35
,MAA La Fontaine Sword of War,B019RSY2SQ,,7.05442E+11,,Cold Steel,Sports,,,54,13.6,6.4,10.4,0,0,2,2,FBM,21244,93,fashion_display_on_website,3706649,0,0,549.99,,499,499,269.95,74.85,18.77,93.62,363.57,0,0,27,499,135.43
,"Cold Steel Mizutori (Crane) Wakizashi SILVER, 27.5""",B019RSXUJI,,7.05442E+11,,Cold Steel,Sports,,,32.9,4.4,3.3,3.2,2,2,5,5,FBM,41606,77,sports_display_on_website,862393,0,2,639.99,349.99,388.59,388.59,279.95,58.29,9.27,67.56,347.51,0,0,11,388.59,41.08
,Cold Steel Battle GIM Knife,B006Z2KR78,,7.05442E+11,,Cold Steel,Sports,,,39.9,4.3,2.7,4.75,1,1,4,4,FBA,387,91,health_and_beauty_display_on_website,810891,0,1,799.99,541.33,541.33,541.33,349.95,81.2,9.65,90.85,440.8,0,0,19,541.33,100.53
,"Cold Steel Facon Argentinian Gaucho Fixed Blade Knife with Sheath, One Size",B0862YQL9Z,,7.05442E+11,,Cold Steel,Sports,,,20.1,5.4,2.3,1.85,0,0,1,1,,,,sports_display_on_website,568204,0,0,174.99,,199.99,,87.95,30,8.51,38.51,126.46,0,0,37,199.99,73.53
,Axe Gang Hatchet,B00FSWSYWQ,"B009XN0X1G,B004WDVNGG",7.05442E+11,,BigTProducts,Sports,,,10.4,7.3,1.8,2.3,0,0,1,1,,,,sports_display_on_website,1591550,0,0,28.07,,48.94,,19.95,7.34,5.09,12.43,32.38,0,0,34,48.94,16.56
,"Cold Steel Gold Lion Wakishashi Sword with 21"" Blade",B019RSXQKG,,7.05442E+11,,Cold Steel,Sports,,,38.6,4.3,3.1,2.9,1,1,10,10,FBA,387,91,sports_display_on_website,936297,0,1,682.99,358.79,379.49,358.79,295.95,53.82,9.27,63.09,359.04,0,0,0,358.79,-0.25
,Cold Steel Perfect Balance Thrower Knife,B005NPEONG,B0030DHIOK,7.05442E+11,,Cold Steel,BISS Basic,,,14.49,3.78,1.97,1.2,0,0,1,1,,,,sports_display_on_website,1223346,0,0,34.99,,60.99,,18.95,9.15,4.71,13.86,32.81,0,0,46,60.99,28.18
,"Cold Steel Double Edge Katana Japanese Swords with Emperor Blade, Black",B001BGAXUO,B001EE1ZCS,7.05442E+11,,Cold Steel,Sports,,,43.5,4.5,4,4,1,1,2,2,FBA,280,99,sports_display_on_website,967965,0,3,824.99,699.99,659.99,699.99,329.95,105,9.65,114.65,444.6,0,0,36,699.99,255.39
,Cold Steel 88RLG Jade Lion Gim,B001SFNNO6,,7.05442E+11,,Cold Steel,Sports,,,41,5,1.8,3.8,0,0,8,8,FBM,2103,91,sports_display_on_website,913323,0,0,799.99,,469.94,469.94,399.95,70.49,9.27,79.76,479.71,0,0,-2,469.94,-9.77
,"Cold Steel Warrior Series Katana Samurai Sword with Ray Skin Handle, Black Lacquered Wood Scabbard, Black Braid Cord and Brass Menuki, Wakizashi Long Handle, One Size",B0862YSYXV,,7.05442E+11,,Cold Steel,Sports,,,33,6,3,2,0,0,7,7,FBM,41606,77,sports_display_on_website,661903,0,0,529.99,,423.99,423.99,249.95,63.6,9.27,72.87,322.82,0,0,24,423.99,101.17
,"Cold Steel Kitchen Classics Six Steak Knife Set, One Size, Black",B019RSXDT0,,7.05442E+11,,Cold Steel,Sports,,,11,10.9,1.2,1.05,1,1,13,13,FBA,387,91,kitchen_display_on_website,333797,0,1.35,69.99,53.9,52.9,53.9,36.95,8.09,4.71,12.8,49.75,0,0,8,53.9,4.15
,"Cold Steel Double Safe Hunter (Orange) / 8 3/8"" Overall / 3",B09DLGZZGL,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,3,3,FBM,5963,97,sports_display_on_website,443049,0,0.38,39.99,,33.53,33.53,19.95,5.03,4.71,9.74,29.69,0,0,11,33.53,3.84
,Cold Steel Katana with Wood Scabbard,B0006YZ3X4,,7.05442E+11,,Cold Steel,Sports,,,43.8,4.2,3.3,3.95,0,0,1,1,FBM,29169,94,sports_display_on_website,560436,0,0,874.99,,411.97,411.97,329.95,61.8,9.27,71.07,401.02,0,0,3,411.97,10.95
,Cold Steel 89MEN Maa English Bill,B00HZIGIA6,,7.05442E+11,,Cold Steel,Sports,,,72.5,11,6,7.75,1,1,1,1,FBA,7,100,sports_display_on_website,730283,0,1,164.99,179.99,179.99,179.99,76.95,27,20.08,47.08,124.03,0,0,31,179.99,55.96
,"Cold Steel Drop Forged Tomahawk Survival Hatchet - Great for Camping, Survival, Outdoors and Chopping Wood, Diamond Spontoon Hawk",B084PTKRWY,,7.05442E+11,,Cold Steel,Sports,,,21.5,9,1.5,1.75,1,1,10,10,FBM,21244,93,sports_display_on_website,456097,0,0.01,54.99,47.72,42.49,42.49,31.95,6.37,8.51,14.88,46.83,0,0,-10,42.49,-4.34
,Cold Steel Italian Dueling Saber,B07MZXTVND,,7.05442E+11,,Cold Steel,Sports,,,40.75,8,5.75,4.6,1,1,1,1,FBA,387,91,sports_display_on_website,494317,0,1,344.99,272.32,319.99,272.32,159.95,40.85,12.31,53.16,213.11,0,0,22,272.32,59.21
,"Cold Steel Double Safe Hunter (OD Green) / 8 3/8"" Overall / 3",B09DLFDMK4,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,4,4,FBM,7039,87,sports_display_on_website,433365,0,0.9,39.99,,33.18,33.18,19.95,4.98,4.71,9.69,29.64,0,0,11,33.18,3.54
,Cold Steel Steak Knife (Kitchen Classics) 59KSSZ,B019RSXGKQ,B0015Z7I72,7.05442E+11,,Cold Steel,Sports,,,10.28,3.43,0.55,0.14,1,1,2,2,FBA,2665,100,kitchen_display_on_website,652546,0,2.33,12.99,17.04,16.71,17.04,6.95,2.56,2.41,4.97,11.92,0,0,30,17.04,5.12
,"Hold Out 3"" Blade Plain Edge / 7"" Overall",B09DLBRNV4,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,5,5,FBM,13680,93,sports_display_on_website,575650,0,0,137.99,,78.67,78.67,54.95,11.8,4.71,16.51,71.46,0,0,9,78.67,7.21
,"Nitecore Tiki LE 300 Lumen Rechargeable Keychain Flashlight, Black, Tiki-LE",B082SPSBMD,"B001DZT4WQ,B004YUECTC,B00GQ4E7DA",7.05442E+11,,Nitecore,Sports,,,5.39,3.31,0.47,0.04,0,0,4,4,FBM,41606,77,home_improvement_display_on_website,901357,0,1.3,,,22.15,22.15,22.95,3.32,2.41,5.73,28.68,0,0,-29,22.15,-6.53
,Bushman Pocket Folder W/ Clip Knife,B004YUECTC,"B082SPSBMD,B001DZT4WQ,B00GQ4E7DA",7.05442E+11,,Cold Steel,Sports,,,6.4,2,1.1,0.35,0,0,1,1,FBM,146,91,sports_display_on_website,1165277,0,0,44.99,,64.99,64.99,22.95,9.75,3.19,12.94,35.89,0,0,45,64.99,29.1
,Cold Steel 95MBOA Maa European Boar Spear,B00HZIK36G,,7.05442E+11,,Cold Steel,Sports,,,73,7.25,6.25,7.35,0,0,1,1,FBM,27,50,sports_display_on_website,431082,0,0,149.99,,140.38,140.38,67.95,21.06,16.66,37.72,105.67,0,0,25,140.38,34.71
,Cold Steel Two Handed GIM Sword,B00062ASPE,,7.05442E+11,,Cold Steel,Sports,,,49.41,5.67,2.09,4.94,1,1,9,9,FBA,387,91,sports_display_on_website,1178364,0,1,659.99,369.16,367.5,369.16,309.95,55.37,9.65,65.02,374.97,0,0,-2,369.16,-5.81
,Scimitar Sword,B019RSY22C,,7.05442E+11,,Cold Steel,Sports,,,40.5,8.6,3,5.2,0,0,18,18,,,,sports_display_on_website,661582,0,0,399.99,,230.71,,184.95,34.61,10.41,45.02,229.97,0,0,0,230.71,0.74
,"Cold Steel Range Boss OD Green Handle / 9 1/4"" Overall / 4"" Blade",B09DLFM77J,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,6,6,FBM,41606,77,sports_display_on_website,848557,0,0.17,51.99,,41.29,41.29,25.95,6.19,4.71,10.9,36.85,0,0,11,41.29,4.44
,Pro Flight Sport Cold Steel 80stk14z,B06VSXLZG1,B01AALWNSK,7.05442E+11,,Cold Steel,Sports,,,16.4,4.3,1.4,5.65,2,2,1,1,,,,sports_display_on_website,458468,0,1,,40.62,42.9,,7.95,6.09,6.23,12.32,20.27,0,0,50,40.62,20.35
,"Cold Steel OSI, Kraton Handle, Plain",B002J1OYXM,B001PYXKZW,7.05442E+11,,Cold Steel,Sports,,,14.4,3.4,1.9,0.75,2,2,2,2,FBM,5963,97,sports_display_on_website,675220,0,0.91,114.99,71.65,69.68,69.68,45.95,10.45,3.19,13.64,59.59,0,0,14,69.68,10.09
,Cold Steel Small Sword,B000H6J0Z8,,7.05442E+11,,Cold Steel,Sports,,,42.5,5.3,3.7,2.65,0,0,10,8,FBM,95605,93,sports_display_on_website,463198,0,0,434.99,,251.6,251.6,239.95,37.74,10.03,47.77,287.72,0,0,-14,251.6,-36.12
,O Tanto (Emperor Series),B001CWSZU2,B001E8F318,7.05442E+11,,Cold Steel,Sports,,,23,3.7,2.7,1.95,1,1,8,8,FBA,387,91,sports_display_on_website,442029,0,1,599.99,309.99,322.78,309.99,239.95,46.5,8.51,55.01,294.96,0,0,5,309.99,15.03
,Cold Steel MAA Arming Sword,B019RSXSAE,,7.05442E+11,,Cold Steel,Sports,,,37.52,7.8,5.59,4.5,2,2,1,1,FBA,387,91,sports_display_on_website,428152,0,1,369.99,212.49,329.99,212.49,151.95,31.87,11.55,43.42,195.37,0,0,8,212.49,17.12
,Cold Steel Click N Cut (3 Pack of Bowie Blades) / Overall / 2,B09DLF4FSZ,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,2,2,2,2,FBM,7039,87,sports_display_on_website,1001943,0,3.31,19.99,19.65,21.86,21.86,10.95,3.28,4.71,7.99,18.94,0,0,13,21.86,2.92
,"Cold Steel Large Parrying Dagger with Sheath, One Size",B0862YPRN9,,7.05442E+11,,Cold Steel,Sports,,,22.05,6,4,2.35,0,0,6,6,FBM,41606,77,sports_display_on_website,831670,0,0,224.99,,191.24,191.24,89.95,28.69,9.27,37.96,127.91,0,0,33,191.24,63.33
,"Cold Steel Competition Cutting Sword with Sheath, Black, One Size",B0862YGJNT,,7.05442E+11,,Cold Steel,Sports,,,45.6,9.8,3.2,5.8,1,1,4,4,FBM,989,80,sports_display_on_website,463173,0,1,369.99,209.99,209.95,209.95,147.95,31.49,11.17,42.66,190.61,0,0,9,209.95,19.34
,"Cold Steel Tiger Claw Folding Knife with Tri-Ad Lock and Pocket Clip, Plain Edge, 3.25 in",B082QZS423,,7.05442E+11,,Cold Steel,Sports,B088Z8P5JY,,6.77,2.44,1.1,0.35,0,0,1,1,,,,sports_display_on_website,449659,0,0,199.99,,199.99,,83.95,30,3.19,33.19,117.14,0,0,41,199.99,82.85
,"Cold Steel Click N Cut (3 Pack of Gut Hook Blades) / 2 1/2"" Blade",B09DLJKKHW,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,2,2,2,2,FBM,7039,87,sports_display_on_website,744387,0,2.31,19.99,19.99,21.86,21.86,10.95,3.28,4.71,7.99,18.94,0,0,13,21.86,2.92
,"Cold Steel O Tanto (Warrior Series), Black/Silver, One Size",B000LEJQB4,B000Q9CAEY,7.05442E+11,,Cold Steel,Sports,,,22.05,3.62,2.99,1.9,0,0,1,1,FBM,233,91,sports_display_on_website,683117,0,0,399.99,,269.99,269.99,167.95,40.5,8.51,49.01,216.96,0,0,20,269.99,53.03
,"Cold Steel Silver Eye / 8 3/8"" Overall / 3 1/2"" Blade / 3.5mm Thick",B09DLD21MP,,7.05442E+11,,Cold Steel,Sports,,,2.44,1.89,0.04,0.29,1,1,4,4,FBA,387,91,sports_display_on_website,922765,0,1,269.99,149.15,149.15,149.15,107.95,22.37,2.41,24.78,132.73,0,0,11,149.15,16.42
,"Cold Steel Boning Knife (Kitchen Classics), Black, one Size",B019RSXATI,,7.05442E+11,,Cold Steel,Sports,,,14.3,2.9,0.5,0.1,2,2,3,3,FBA,387,91,kitchen_display_on_website,348613,0,1,19.99,14.99,17.14,14.99,8.95,2.25,2.41,4.66,13.61,0,0,9,14.99,1.38
,"Cold Steel Click N Cut (3 Pack of Caping Blades) / 2 1/2"" Blade",B09DLJBBDR,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,2,2,2,2,FBM,7039,87,home_improvement_display_on_website,883929,0,2.31,19.99,19.99,21.86,21.86,10.95,3.28,4.71,7.99,18.94,0,0,13,21.86,2.92
,Cold Steel .357 Magnum Blowgun Super Stun Darts (30 Pack),B019RSQSMO,,7.05442E+11,,Cold Steel,Sports,,,6.89,3.19,0.51,0.07,4,4,5,5,,,,sports_display_on_website,452996,0,3.05,3.89,5.58,6.58,,1.95,1,2.41,3.41,5.36,0,0,4,5.58,0.22
,"Cold Steel 20VBKZ Commercial Series, Butcher Knife",B073RQBGDT,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,17.91,2.72,2.44,0.62,0,0,9,9,FBM,7039,87,kitchen_display_on_website,204567,0,1.35,31.99,,26.39,26.39,16.95,3.96,3.19,7.15,24.1,0,0,9,26.39,2.29
,Cold Steel Thompson Saber 88EBTS,B00U1IBD84,,7.05442E+11,,Cold Steel,Sports,,,60.3,6.4,6.3,5.35,0,0,1,1,,,,sports_display_on_website,728279,0,0,399.99,,349.99,,159.95,52.5,14.76,67.26,227.21,0,0,35,349.99,122.78
,Cold Steel (SC80TBP) Sure Balance Sheath Only (Cordura),B0030D82XG,,7.05442E+11,,Cold Steel,Sports,,,13.1,1,0.7,0.25,1,1,5,5,FBM,979,85,sports_display_on_website,636024,0,0.78,9.44,15.49,12.49,12.49,6.95,1.87,2.41,4.28,11.23,0,0,10,12.49,1.26
,"Hold Out 6"" Blade Plain Edge / 13 3/16"" Overall / 6"" Blade",B09DLFLP2J,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,4,4,FBM,13680,93,sports_display_on_website,1292464,0,1,254.99,138.23,137.99,137.99,101.95,20.7,4.71,25.41,127.36,0,0,8,137.99,10.63
,"Cold Steel Master Hunter, Kraton Hndl, Stainless, Plain, Concealex 36JSK",B001CWOXD0,B0011MYRN2,7.05442E+11,,Cold Steel,Home,,,18.11,2.91,2.32,0.84,0,0,9,8,FBM,21,88,sports_display_on_website,755260,0,0,159.99,,95.08,95.08,67.95,14.26,8.13,22.39,90.34,0,0,5,95.08,4.74
,Mini Flight Sport Cold Steel 80stk10z,B06W52G5CF,B01AALWN12,7.05442E+11,,Cold Steel,Sports,,,12.4,11.26,2.05,1.45,2,2,2,2,FBM,2103,91,sports_display_on_website,574604,0,0.8,9.95,14.95,12,12,5.95,1.8,4.71,6.51,12.46,0,0,-4,12,-0.46
